age,bigwinner,education,male,tixbot,winner,workthen,xearn1,xearn2,xearn3,xearn4,xearn5,xearn6,xearnp1,xearnp2,xearnp3,xearnp4,xearnp5,xearnp6,yearlpr,yearn1,yearn2,yearn3,yearn4,yearn5,yearn6,yearn7,yearnp1,yearnp2,yearnp3,yearnp4,yearnp5,yearnp6,yearnp7,yearw
39,0,11,0,6,1,1,9.489020902,10.75783627,9.74075502,9.930456208,8.288245353,13.249,1,1,1,1,1,1,53.81625317,15.45109155,13.6522874,12.07190968,12.54907422,12.02461674,12.15911618,12.49591696,1,1,1,1,1,1,1,1987
34,0,14,1,5,1,1,11.34221342,0,0,7.179380173,21.9362974,22.436,1,0,0,1,1,1,16.38023134,8.793084507,0,0,0,0,0,0,1,0,0,0,0,0,0,1987
30,0,14,0,6,1,1,2.459669967,4.238623834,10.54074699,10.16252551,16.83113755,18.908,1,1,1,1,1,1,16.38023134,20.65033803,22.71675402,22.96473548,26.17150727,28.64004112,27.08752673,29.33032526,1,1,1,1,1,1,1,1987
25,0,13,0,1,1,1,0,2.003294766,2.970106796,2.793654565,4.799684974,9.109124498,0,1,1,1,1,1,10.04965544,12.01486044,11.71579182,14.392,17.5533662,20.01056974,21.61329677,21.66507728,1,1,1,1,1,1,1,1984
72,0,13,1,2,0,0,1.858145631,2.257108911,1.849003109,1.362297189,2.260565929,3.45402974,1,1,1,1,1,1,0,2.483,2.585633803,1.46287743,1.908277419,1.416330528,0.778143906,1.431127584,1,1,1,1,1,1,1,1986
67,0,12,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1986
77,0,14,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1985
63,0,13,1,4,0,1,15.57342176,14.4504739,17.17207315,21.55432714,14.825,19.54083099,1,1,1,1,1,1,0,24.82259341,26.45514194,26.67212854,27.41448458,23.24644904,2.151042215,0.576102564,1,1,1,1,1,1,1,1988
55,0,15,0,1,1,1,1.760242424,1.711834951,2.169091309,1.12212228,5.091558233,14.15622714,1,1,1,1,1,1,55.90684796,13.63888476,0,0,0,0,0,0,1,0,0,0,0,0,0,1985
53,0,13,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1987
51,0,16,1,2,0,1,35.36336088,24.42723301,27.55915512,27.0479171,29.05060241,29.79769779,1,1,1,1,1,1,0,33.70811152,35.685,33.7705,33.57484362,34.43472903,36.42376129,36.20099266,1,1,1,1,1,1,1,1985
49,0,16,0,4,1,1,3.26538835,4.239313531,4.976862176,5.574634538,5.594979788,5.961791822,1,1,1,1,1,1,58.0205,3.345,5.731809859,7.815601014,4.541329032,4.879589901,6.026390602,6.936125445,1,1,1,1,1,1,1,1986
48,0,12,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1987
47,0,16,1,2,0,1,34.44951456,35.80990099,36.79834197,39.02794378,39.87372474,40.33605948,1,1,1,1,1,1,0,42,42.25774648,41.69061708,42.42580645,43.01820964,42.97092511,43.35566643,1,1,1,1,1,1,1,1986
52,0,16,1,2,0,1,20.01264078,21.10734433,21.84276891,24.88668273,28.54452358,28.66814126,1,1,1,1,1,1,0,34.065,39.98566901,41.02078783,32.48137419,32.6879694,31.49752717,1.41784747,1,1,1,1,1,1,1,1986
43,0,16,1,6,1,1,0,0,0,0,4.665666321,16.47301205,0,0,0,0,1,1,62.99183523,10.72687584,4.010178439,0,0,0,0,0,1,1,0,0,0,0,0,1984
42,0,16,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1985
41,0,12,0,5,0,1,25.18991419,23.64293472,22.77501205,24.77234264,24.64064684,28.163,1,1,1,1,1,1,0,24.70823944,24.47053931,23.77170968,23.55351798,25.89118943,3.835609408,18.97028097,1,1,1,1,1,1,1,1987
42,0,16,0,1,0,1,21.16521892,20.43557306,21.79565462,22.87675842,24.02745725,27.741,1,1,1,1,1,1,0,28.52108451,29.89958411,30.63054839,33.9650987,38.95869604,39.74113186,40.416991,1,1,1,1,1,1,1,1987
35,1,16,1,3,1,1,0,0,9.986983498,25.40902798,16.19130924,28.5466333,0,0,1,1,1,1,210.8587881,34.60956134,25.351,24.12647183,25.07644294,26.72649032,33.32024484,36.27824376,1,1,1,1,1,1,1,1985
36,0,13,0,3,1,1,12.76014081,13.91068187,15.1393253,16.13198075,16.97475836,17.929,1,1,1,1,1,1,39.82585176,17.03816901,19.69186813,20.35731613,20.63700077,19.87847871,22.51369922,22.38722215,1,1,1,1,1,1,1,1987
34,0,16,0,2,1,1,6.759269527,10.37622383,10.2744498,11.9547334,12.31981413,15.696,1,1,1,1,1,1,31.72177113,16.68988028,7.040155537,0.677045161,0,0,0,0,1,1,1,0,0,0,0,1987
66,1,12,1,10,1,0,27.1009813,27.56127668,28.361751,27.18797305,22.00148699,0,1,1,1,1,1,0,101.4292042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1987
61,0,12,0,5,1,1,7.192123212,6.948526425,10.02355823,8.942051973,8.525576208,9.704,1,1,1,1,1,1,29.86923204,8.065633803,7.102228233,8.394122581,7.486677888,0.925403818,0.248416251,0,1,1,1,1,1,1,0,1987
55,1,14,1,3,1,1,20.59755372,22.99737864,22.79173597,25.49420933,27.0555743,31.66902021,1,1,1,1,1,1,138.2383476,21.02160595,10.119,9.912239437,16.85134742,16.67157419,19.69948891,28.46864023,1,1,1,1,1,1,1,1985
54,0,12,1,4,0,1,35.80990099,39.284,39.28433735,39.87372474,40.33605948,42,1,1,1,1,1,1,0,42.25774648,41.69061708,42.42580645,43.018,42.97092511,43.35566643,43.6883045,1,1,1,1,1,1,1,1987
49,0,11,1,2,1,0,13.7500374,14.12988187,6.231574297,0,0,0,1,1,1,0,0,0,31.72177113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1987
49,0,14,1,2,1,1,1.996475728,10.37040264,9.683415544,13.57345382,21.23328585,36.56423048,1,1,1,1,1,1,11.45655,24.584,18.14864085,20.4719459,24.15265806,23.40760826,25.1259207,27.0469052,1,1,1,1,1,1,1,1986
51,0,14,1,2,0,1,9.683415544,13.57345382,21.23328585,36.56423048,24.584,18.14864085,1,1,1,1,1,1,0,20.4719459,24.15265806,23.40760826,25.1259207,27.0469052,18.97331488,18.1091444,1,1,1,1,1,1,1,1988
47,0,12,1,2,0,1,30.24846425,28.8393253,29.05296631,31.92252788,34.07,34.69090845,1,1,1,1,1,1,0,39.29572274,34.3260129,35.10721959,33.36362408,31.8910221,29.89235709,34.82721188,1,1,1,1,1,1,1,1988
45,0,16,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1986
36,0,16,1,2,0,1,21.58787879,20.74951456,21.94411441,3.57761658,0,0.770048123,1,1,1,1,0,1,0,8.024431227,20.207,23.50225352,20.76563314,22.66333548,13.4882632,7.429785609,1,1,1,1,1,1,1,1985
31,0,16,1,2,0,0,0.255129477,0,0,0,0,1.11920693,1,0,0,0,0,1,0,5.431107807,5.727,5.776190141,14.3610279,12.02771613,7.308902831,6.8890279,1,1,1,1,1,1,1,1985
39,0,16,1,1,0,1,23.27040829,32.78646586,37.19437921,37.68671375,42,41.10482394,1,1,1,1,1,1,0,42.258,42.42580645,43.018,42.97092511,43.15412117,42.36779516,43.28090688,1,1,1,1,1,1,1,1988
37,0,14,0,1,0,0,15.04358127,16.56768932,17.81934433,17.69386943,18.4295261,15.40940135,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1985
39,0,16,1,1,0,1,36.783,39.284,39.87372474,34.62585874,42,42.257,1,1,1,1,1,1,0,17.89639222,42.42580645,38.86229839,41.10804699,43.35566643,43.688,44.816,1,1,1,1,1,1,1,1988
33,0,12,0,2,1,1,5.643601942,5.653623762,0,1.27426506,4.236319538,4.705873606,1,1,0,1,1,1,15.1102,4.986,5.937309859,7.704426036,7.609245161,4.056960979,7.618085169,9.106252316,1,1,1,1,1,1,1,1986
65,0,12,1,2,0,1,27.00211221,26.73899275,30.98290763,39.87372474,37.26196283,37.643,1,1,1,1,1,1,0,32.63301408,0.775445478,0,0,0,0,0,1,1,0,0,0,0,0,1987
60,1,8,1,10,1,1,0,0,0,0.26160539,0,0,0,0,0,1,0,0,484.7889718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1987
56,1,16,1,5,1,1,6.246632124,11.25270683,21.09826372,40.336,42,42.257,1,1,1,1,1,1,181.3287067,41.69061708,42.42580645,43.018,26.54380029,36.48125445,43.688,11.46288799,1,1,1,1,1,1,1,1988
47,0,13,1,10,0,1,34.5707989,34.44951456,35.80990099,36.72906114,39.28433735,36.45808662,1,1,1,1,1,1,0,40.33605948,42,42.25774648,41.69061708,41.96707742,43.688,37.84901615,1,1,1,1,1,1,1,1985
44,0,16,1,0,0,1,14.06955336,14.86016995,19.31204819,22.54764196,19.86245353,20.117,1,1,1,1,1,1,0,20.18434507,18.06593407,17.23548387,17.73557766,17.9246696,20.31857448,23.66449827,1,1,1,1,1,1,1,1987
42,0,16,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.192957746,0.277937447,0.176774194,0.167712318,0.160939794,0.234354954,0,1,1,1,1,1,1,1986
43,0,12,0,10,1,1,4.608878756,3.996658635,4.059102984,5.136736059,6.975,4.396542254,1,1,1,1,1,1,25.01437025,4.043989856,4.66683871,8.050191278,12.36419971,11.0435866,10.37976471,6.969435897,1,1,1,1,1,1,1,1988
36,0,16,0,4,1,1,7.288736196,7.077201102,6.58531068,7.863709571,10.36032332,11.53440964,1,1,1,1,1,1,62.99183523,11.78912031,9.432118959,8.176,4.187183099,3.665994928,4.406096774,2.39241622,1,1,1,1,1,1,1,1984
23,0,16,0,1,0,0,0,0,0,0,2.514787295,3.001776952,0,0,0,0,1,1,0,0,0,2.490319527,0,0,0,0,0,0,1,0,0,0,0,1986
27,0,16,0,2,0,1,0,1.903694779,2.9546641,0.798572491,0,10.94938732,0,1,1,1,0,1,0,19.98740828,19.5300129,12.67150421,4.071776799,9.480439059,21.83201661,15.49708502,1,1,1,1,1,1,1,1988
64,0,16,1,3,0,1,34.5707989,34.44951456,35.80990099,36.79834197,39.28433735,39.87372474,1,1,1,1,1,1,0,40.33605948,42,42.25774648,41.69061708,42.42580645,43.01820964,0,1,1,1,1,1,1,0,1985
63,1,12,0,1,1,1,14.50127254,15.04248996,14.89568431,16.41351673,18.282,18.79215493,1,1,1,1,1,1,101.8177515,16.59471851,12.78519355,10.71849426,8.084810573,0,0,0,1,1,1,1,0,0,0,1988
58,1,14,1,2,1,1,17.60242424,17.262,18.09063146,18.56158342,18.30738153,20.8187257,1,1,1,1,1,1,121.6035428,17.24264684,4.916,3.073816901,1.05060355,0,0,0,1,1,1,1,0,0,0,1985
53,0,16,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1986
56,0,14,1,2,0,1,12.38516172,15.83123731,18.95551807,30.37998075,31.55074349,8.146,1,1,1,1,1,1,0,0.673422535,5.462397295,11.60345806,4.944997705,0,0,3.558776471,1,1,1,1,0,0,1,1987
49,0,12,1,2,1,1,33.04094175,33.62634103,32.60855544,31.1688755,28.54241386,28.6090632,1,1,1,1,1,1,11.45655,28.819,28.45837324,26.03995943,22.82950323,20.94139862,23.35880176,0.314816821,1,1,1,1,1,1,1,1986
48,0,14,1,2,0,1,35.70741474,36.79834197,39.28433735,39.87372474,40.33605948,42,1,1,1,1,1,1,0,42.25774648,41.69061708,42.08728387,43.018,42.97092511,43.35566643,43.6883045,1,1,1,1,1,1,1,1987
41,0,16,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1985
33,0,14,1,3,1,1,14.61613497,14.22384573,14.27194175,14.00806161,14.20938446,14.89283534,1,1,1,1,1,1,23.08841617,16.63831376,17.21412639,18.482,17.06807746,14.05992899,17.30707742,11.87570926,1,1,1,1,1,1,1,1984
64,0,12,0,2,0,1,9.699067961,10.11237844,8.995150259,8.926457831,8.557027911,8.262780669,1,1,1,1,1,1,0,8.112,10.48146479,12.08101437,11.40900645,9.401114002,0,0,1,1,1,1,1,0,0,1986
68,1,12,0,6,1,1,12.9748228,0,3.004242541,0,0,0,1,0,1,0,0,0,115.7576115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1988
68,0,14,1,1,0,1,34.44951456,35.04065127,36.06010363,37.01971084,38.52033879,39.78398513,1,1,1,1,1,1,0,41.325,7.307309859,0,0,0,0,0,1,1,0,0,0,0,0,1986
68,1,13,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,305.0932113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1987
64,0,12,1,5,0,1,29.84761276,35.61488912,34.03212048,34.92642926,40.33605948,39.142,1,1,1,1,1,1,0,40.03197887,41.69061708,6.501754839,0,0,0,0,1,1,1,0,0,0,0,1987
61,0,11,1,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,54.46369569,0.742092984,0,0,0,0,0,0,1,0,0,0,0,0,0,1988
63,0,16,1,2,0,0,0.638578512,0.945699029,1.115291529,0,1.761742972,3.442009625,1,1,1,0,1,1,0,4.362609665,5.506,6.968669014,8.018495351,5.038064516,4.381484315,4.325256975,1,1,1,1,1,1,1,1985
58,0,13,1,2,0,0,1.674097409,1.088297189,2.748966314,1.162208178,1.234,2.697549296,1,1,1,1,1,1,0,2.493098901,4.296496774,5.103485845,4.897397944,4.546486101,4.999883737,0,1,1,1,1,1,1,0,1988
60,0,12,1,2,0,1,0,0,25.85990375,38.72669145,24.391,28.99576056,0,0,1,1,1,1,0,41.69061708,34.41174839,43.018,42.76411747,0,21.62040138,5.812053981,1,1,1,1,0,1,1,1988
54,0,16,1,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22.75791901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1987
48,0,12,1,4,1,1,23.95413057,18.06419277,23.63625794,25.5950632,26.08,28.97260563,1,1,1,1,1,1,29.10496095,30.90664413,35.69070968,33.36720428,32.0197768,30.69424947,30.07818408,30.73459109,1,1,1,1,1,1,1,1988
45,0,16,1,1,0,1,34.44951456,39.284,36.79834197,39.28433735,39.87372474,40.33605948,1,1,1,1,1,1,0,42.258,42.25774648,41.69061708,43.018,43.36,43.688,43.35566643,1,1,1,1,1,1,1,1986
42,0,16,0,5,0,1,25.17544554,29.38756477,36.31215261,33.30616362,35.48045353,42,1,1,1,1,1,1,0,42.25774648,42.426,42.42580645,43.018,39.81972394,39.32319886,33.08175502,1,1,1,1,1,1,1,1987
40,0,16,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1987
38,0,12,0,2,1,1,12.10784598,14.36043938,16.16159839,16.69844081,17.26301859,18.71,1,1,1,1,1,1,24.74876056,18.14671127,16.93936095,16.53899355,0.812566182,0,0,0,1,1,1,1,0,0,0,1987
34,1,12,0,3,1,1,15.81131288,15.18397796,14.10833981,13.82840924,13.97655544,15.58388755,1,1,1,1,1,1,107.1453397,15.64463523,16.13136803,19.801,20.14961268,21.85514793,23.36512903,8.171782708,1,1,1,1,1,1,1,1984
33,0,16,0,2,0,0,1.577082508,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.473162996,0,0,0,0,0,0,1,0,0,1987
34,0,12,1,2,1,0,10.60885437,10.21848185,11.31662591,13.11128514,14.61192685,16.32184387,1,1,1,1,1,1,62.88465,14.296,14.50656338,13.04267794,13.62929032,13.27610712,13.57849046,13.53399857,1,1,1,1,1,1,1,1986
50,0,14,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9.0523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1986
27,1,8,1,10,1,1,12.53587679,15.25881865,17.51619277,18.98537825,18.21132342,23.359,1,1,1,1,1,1,103.0519789,19.14140845,2.831256128,9.149832258,13.51677429,14.84830543,17.75238774,17.54889412,1,1,1,1,1,1,1,1987
81,0,14,0,1,0,0,2.085592233,1.540910891,1.300435233,1.565871486,0,0.689583643,1,1,1,1,0,1,0,2.09,0,0,0,0,0,0,1,0,0,0,0,0,0,1986
67,1,13,1,3,1,0,36.783,39.284,39.87372474,40.336,29.046,0,1,1,1,1,1,0,116.408541,0.069484362,0,0,0,0,0,0,1,0,0,0,0,0,0,1988
63,0,13,0,4,1,1,16.12901377,15.2056699,16.40623982,16.03907979,16.2320241,16.01172666,1,1,1,1,1,1,99.88827881,3.505977695,0.363,0.109021127,0,0,0,0,1,1,1,0,0,0,0,1985
62,0,14,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1988
54,0,16,1,2,0,1,35.89791859,36.79834197,39.28433735,39.87372474,37.33937546,42,1,1,1,1,1,1,0,42.25774648,41.78418935,42.42580645,38.56880184,37.15777974,38.9732288,39.95280277,1,1,1,1,1,1,1,1987
51,0,12,1,4,1,1,30.38758127,26.53942718,20.13915072,20.3413057,21.05618474,24.10250626,1,1,1,1,1,1,41.23445353,23.86652045,23.574,23.36525352,22.75844463,16.44,15.40856924,16.63715125,1,1,1,1,1,1,1,1985
52,0,16,1,2,0,1,34.44951456,35.80990099,36.79834197,39.28433735,39.87372474,40.33605948,1,1,1,1,1,1,0,42,42.25774648,41.69061708,42.42580645,43.01820964,42.97092511,43.35566643,1,1,1,1,1,1,1,1986
48,0,14,1,1,1,1,30.57556062,31.06543775,32.04982483,31.99892193,34.197,25.27746479,1,1,1,1,1,1,33.83693863,16.72627557,21.6186,18.68482938,0,0,0.546103806,5.191578947,1,1,1,0,0,1,1,1988
42,0,16,1,2,0,1,34.5707989,34.44951456,39.874,36.79834197,39.28433735,39.87372474,1,1,1,1,1,1,0,40.33605948,42,42.25774648,41.69061708,42.42580645,43.01820964,44.816,1,1,1,1,1,1,1,1985
45,0,16,0,2,0,1,13.98791295,2.121574297,0,0,0.03,0,1,1,0,0,1,0,0,1.631492815,16.78205806,18.23284468,15.01648752,23.92920314,39.72298408,40.2088529,1,1,1,1,1,1,1,1988
40,0,16,1,2,0,1,34.44951456,35.80990099,38.91083938,39.28433735,39.87372474,40.33605948,1,1,1,1,1,1,0,42,42.25774648,41.69061708,42.42580645,43.01820964,42.97092511,43.35566643,1,1,1,1,1,1,1,1986
41,0,10,0,1,0,0,0,6.115414741,0.076095337,0.042915663,0.144515881,0.14260223,0,1,1,1,1,1,0,0.23,0.347323944,0.594786137,0.796367742,0.689297628,1.044499266,1.140527441,1,1,1,1,1,1,1,1986
41,0,13,0,2,1,1,8.960864078,5.909236524,6.832679793,7.669799197,7.380858518,9.230438662,1,1,1,1,1,1,12.169,10.607,12.98798592,12.79901944,12.18062581,12.71259373,11.53294567,11.3638717,1,1,1,1,1,1,1,1986
42,1,14,1,10,1,1,2.96317513,2.88415261,19.16681424,19.9694052,21.575,24.29916901,1,1,1,1,1,1,230.5787591,20.87866103,17.18775484,17.95863504,17.71383847,17.74457591,16.85792111,16.43482321,1,1,1,1,1,1,1,1988
35,1,14,1,6,1,1,20.26845179,24.12530097,25.29240044,27.14332021,23.70595181,31.63948412,1,1,1,1,1,1,144.1352045,23.66789591,0,0,0,11.92076774,22.75269166,7.323565345,1,0,0,0,1,1,1,1985
68,0,16,1,3,0,0,7.638787879,5.313737864,4.877139714,5.099523316,4.613983936,1.678282964,1,1,1,1,1,1,0,0.106951673,0,1.045830986,2.064148774,2.925612903,2.448599847,2.687694567,1,0,1,1,1,1,1,1985
77,0,16,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1988
61,1,12,1,10,1,1,29.75337423,34.5707989,34.44951456,40.336,36.79834197,39.28433735,1,1,1,1,1,1,119.5462791,39.87372474,40.33605948,42,42.25774648,0,5.369516129,16.64544759,1,1,1,1,0,1,1,1984
63,0,12,1,2,0,1,28.44294829,36.79834197,26.40963855,39.87372474,40.33605948,38.878,1,1,1,1,1,1,0,23.15492958,41.69061708,42.42580645,25.24405815,22.74079295,25.4634469,35.23886505,1,1,1,1,1,1,1,1987
68,0,12,0,4,1,0,2.202851485,0,0,0,0,0,1,0,0,0,0,0,16.38023134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1987
68,0,14,1,4,0,1,35.80990099,36.79834197,18.85318072,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1987
64,0,12,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1988
63,0,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1985
61,0,12,0,1,0,1,18.48435922,7.933641364,25.17847047,39.28433735,39.87372474,40.33605948,1,1,1,1,1,1,0,42,42.25774648,41.69061708,42.42580645,43.01820964,42.97092511,43.35566643,1,1,1,1,1,1,1,1986
61,0,12,1,2,0,1,18.44873047,22.94331192,22.88945382,26.16159384,34.42927138,42,1,1,1,1,1,1,0,42.25774648,41.69061708,42.42580645,39.91804744,38.72694273,10.62409123,20.63058824,1,1,1,1,1,1,1,1987
60,0,10,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9.374772491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1985
59,0,12,1,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1987
58,0,12,0,1,1,0,14.57559229,15.1631068,2.605562156,0,0,0,1,1,1,0,0,0,9.814394796,0,0,0,5.029741336,4.098509677,0,9.516370044,0,0,0,1,1,0,1,1985
85,0,16,1,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,43.91973979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1987
56,0,12,0,2,0,1,0,0,0,0,2.709442379,4.612,0,0,0,0,1,1,0,3.566823944,0,0,0,0,0,0,1,0,0,0,0,0,0,1987
51,0,12,1,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,28.64071831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1987
45,0,13,0,10,1,1,12.68099174,6.764873786,0,0,1.395309237,14.42416169,1,1,0,0,1,1,53.41742045,15.96941264,10.222,6.285598592,0,0,0,0,1,1,1,0,0,0,0,1985
42,0,13,0,1,0,0,0,0,0,0.530393574,2.367106833,3.588483271,0,0,0,1,1,1,0,3.769,4.411014085,1.763976331,0,0,0,0,1,1,1,0,0,0,0,1986
54,0,12,0,10,1,1,21.34846626,17.43636364,7.456524272,0,3.462905699,9.338008032,1,1,1,0,1,1,10.04965544,11.27962271,12.0641487,12.519,12.21326056,12.37377515,5.630258065,0,1,1,1,1,1,1,0,1984
41,0,16,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1985
33,0,12,1,1,1,1,19.0320551,27.53966019,9.516752475,26.98317927,31.84452209,31.28716073,1,1,1,1,1,1,14.47667286,31.04654275,40.315,42.25774648,41.69061708,42.42580645,0,42.97092511,1,1,1,1,1,0,1,1985
32,0,16,1,2,1,1,16.9624456,4.410409639,0.126583253,0,0,0,1,1,1,0,0,0,33.83693863,0,0,0,0.193127753,0.796806842,0.711451903,0,0,0,0,1,1,1,0,1988
26,0,13,1,10,1,1,0.610514563,5.582486249,8.607859067,9.408433735,7.560184793,8.723182156,1,1,1,1,1,1,15.25,15.2,16.69566901,16.78927473,11.97468387,9.765888294,11.24486344,11.26700499,1,1,1,1,1,1,1,1986
75,0,12,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,49.11118959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1985
63,0,16,1,2,0,1,32.40374037,31.88621762,29.97493976,28.71224639,29.00936803,30.666,1,1,1,1,1,1,0,30.88771127,29.77451226,27.9692129,27.44276664,27.4032188,28.08041055,23.88673218,1,1,1,1,1,1,1,1987
61,0,8,0,3,0,1,0,1.225019417,2.428321232,0.931316062,1.197236948,0,0,1,1,1,1,0,0,0.505219331,0,0,0,2.241496774,0,0,1,0,0,0,1,0,0,1985
57,0,14,1,2,0,1,34.44951456,35.80990099,36.79834197,39.28433735,39.87372474,35.12089219,1,1,1,1,1,1,0,42.258,42.25774648,41.69061708,42.42580645,43.01820964,28.04134508,20.82790592,1,1,1,1,1,1,1,1986
58,0,16,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1986
55,0,16,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.321274648,0.05002874,0,0,0,0,0,1,1,0,0,0,0,0,1987
47,0,11,1,10,1,1,19.51784466,19.1709571,20.62410777,22.25892369,23.5866795,24.47054275,1,1,1,1,1,1,31.51425,25.48,26.54519718,26.59212849,27.79774194,10.39816373,4.347788546,11.43105346,1,1,1,1,1,1,1,1986
43,0,16,1,1,0,1,34.5707989,34.44951456,35.80990099,36.79834197,39.28433735,42.257,1,1,1,1,1,1,0,40.33605948,42,42.25774648,41.69061708,42.42580645,43.01820964,42.97092511,1,1,1,1,1,1,1,1985
41,0,16,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1986
42,0,16,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1988
40,0,12,1,0,1,1,10.22373006,8.321146006,0.686330097,0,9.734524352,0,1,1,1,0,1,0,38.04317267,0,7.72598513,8.91,13.08735915,15.14759087,16.80857419,16.34524254,0,1,1,1,1,1,1,1984
56,0,16,1,2,0,1,35.80990099,36.79834197,32.69623293,34.08887007,35.81455019,34.976,1,1,1,1,1,1,0,35.69332394,35.41664243,34.90583226,31.35297934,34.46364758,40.99571205,34.62070588,1,1,1,1,1,1,1,1987
32,0,16,1,2,0,1,3.95677135,2.728029126,0,0.698487047,1.357895582,15.82290664,1,1,0,1,1,1,0,0.713011152,0,0,0,0,0,0,1,0,0,0,0,0,0,1985
25,0,12,1,5,1,1,0,1.410693069,3.791137824,4.289365462,9.651973051,3.694416357,0,1,1,1,1,1,23.5,7.96,5.878457746,5.613409975,14.03587097,2.389061974,0,0,1,1,1,1,1,0,0,1986
76,0,8,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1986
61,0,12,1,3,1,1,34.5707989,35.14648544,33.05482948,33.71818446,39.28433735,39.87372474,1,1,1,1,1,1,54.43188253,40.33605948,42,42.25774648,41.69061708,42.35598065,42.87733129,41.54821733,1,1,1,1,1,1,1,1985
62,0,8,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1986
62,0,12,1,2,0,1,27.58754369,26.36669747,25.70886632,24.22093976,11.31337825,6.778698885,1,1,1,1,1,1,0,7.657,15.89392958,7.558045647,4.069341935,2.63979189,2.114748899,2.081853172,1,1,1,1,1,1,1,1986
59,0,9,1,1,0,1,34.44951456,35.80990099,36.79834197,39.28433735,39.87372474,40.33605948,1,1,1,1,1,1,0,42,42.25774648,41.69061708,42.42580645,0,0,0,1,1,1,1,0,0,0,1986
