id,nearc4,educ,black,smsa,south,exper,lwage,expersq,expersq_100
1812,1,12,0,0,0,14,6.336825848,196,1.96
1814,0,17,0,0,1,11,6.871091366,121,1.21
1816,0,12,0,1,0,15,7.22548151,225,2.25
1817,0,12,0,1,0,10,6.684611797,100,1
1819,0,12,0,1,0,12,6.411818504,144,1.44
1821,0,16,0,1,0,3,6.507277489,9,0.09
1822,0,11,0,1,0,8,6.098074436,64,0.64
1826,0,13,0,1,0,6,6.184148788,36,0.36
1830,0,18,0,0,0,8,6.565265179,64,0.64
1831,0,12,0,0,0,14,6.859614849,196,1.96
1832,0,11,0,0,0,8,6.173786163,64,0.64
1834,0,13,0,1,0,8,6.214608192,64,0.64
1835,0,16,0,1,1,4,6.12468338,16,0.16
1838,1,18,0,0,0,0,6.580639362,0,0
1839,1,12,0,0,0,6,6.597145557,36,0.36
1843,1,12,0,0,0,15,5.79909277,225,2.25
1844,1,12,0,0,0,9,6.01615715,81,0.81
1845,1,12,0,0,0,9,6.186208725,81,0.81
1847,1,18,0,1,1,7,6.869014263,49,0.49
1849,1,16,0,0,0,2,5.883322239,4,0.04
1853,0,12,0,0,0,6,5.79909277,36,0.36
1854,0,12,0,0,0,10,6.43775177,100,1
1857,0,12,0,0,0,8,6.204557896,64,0.64
1858,0,12,0,0,0,11,6.48157692,121,1.21
1859,0,12,0,0,0,9,6.582025051,81,0.81
1860,0,12,0,0,0,7,6.556778431,49,0.49
1861,0,9,0,0,0,14,6.242223263,196,1.96
1863,0,12,0,1,0,13,6.43775177,169,1.69
1864,0,18,0,0,0,5,6.432940006,25,0.25
1865,0,15,0,1,0,5,6.056784153,25,0.25
1867,0,12,0,0,0,11,6.48157692,121,1.21
1868,0,12,0,0,0,12,6.466144562,144,1.44
1869,0,12,0,1,0,16,6.354370117,256,2.56
1871,0,13,0,0,1,15,5.746203423,225,2.25
1872,0,18,0,0,0,0,6.498281956,0,0
1873,0,13,0,0,0,13,6.318968296,169,1.69
1875,0,18,0,1,0,0,5.703782558,0,0
1878,0,15,0,0,0,7,6.464588165,49,0.49
1880,0,14,0,1,0,8,6.502789974,64,0.64
1882,0,18,0,1,0,4,7.185387135,16,0.16
1883,0,12,0,1,0,6,6.222576141,36,0.36
1884,0,16,0,1,0,3,6.660574913,9,0.09
1886,0,14,0,1,0,5,6.705638885,25,0.25
1889,0,12,0,0,0,10,6.253829002,100,1
1890,0,12,0,0,0,9,6.357842445,81,0.81
1891,0,11,0,0,0,8,5.926926136,64,0.64
1892,0,12,0,0,0,6,6.214608192,36,0.36
1893,0,16,0,1,0,6,6.43775177,36,0.36
1894,0,16,0,0,0,12,6.527957916,144,1.44
1895,0,14,0,0,0,6,6.152732849,36,0.36
1896,0,13,0,0,0,8,6.442540169,64,0.64
1897,0,13,0,0,0,5,6.26339817,25,0.25
1899,0,12,0,0,0,14,6.317164898,196,1.96
1901,1,16,0,1,0,3,6.463029385,9,0.09
1903,1,13,0,1,0,15,6.24027586,225,2.25
1904,1,12,0,1,0,9,6.40357399,81,0.81
1905,1,13,0,1,0,14,6.551080227,196,1.96
1906,1,12,0,1,0,15,6.406879902,225,2.25
1907,1,12,0,1,0,15,6.928537846,225,2.25
1911,1,12,0,1,0,13,6.570882797,169,1.69
1912,1,12,0,1,0,10,6.214608192,100,1
1913,1,12,0,1,0,10,6.368186951,100,1
1914,1,12,0,1,0,13,6.559615135,169,1.69
1917,1,16,0,0,0,8,6.253829002,64,0.64
1919,1,16,0,1,0,7,6.486160755,49,0.49
1920,1,16,0,1,0,6,6.527957916,36,0.36
1922,1,13,0,1,0,6,5.620400906,36,0.36
1923,1,13,1,1,0,15,6.561030865,225,2.25
1926,1,12,0,1,0,16,6.669497967,256,2.56
1927,1,18,0,1,0,7,7.184628963,49,0.49
1928,1,14,0,1,0,8,6.001414776,64,0.64
1929,1,16,0,1,0,3,5.703782558,9,0.09
1930,1,12,0,1,0,8,6.511745453,64,0.64
1933,1,12,0,1,0,16,6.582025051,256,2.56
1935,1,16,0,0,0,4,6.645091057,16,0.16
1938,1,16,0,0,0,8,6.633318424,64,0.64
1939,1,18,0,0,0,6,6.0730443,36,0.36
1940,1,13,0,0,0,15,7.083387852,225,2.25
1941,1,17,0,0,0,8,6.135564804,64,0.64
1944,1,12,0,0,0,6,5.91350317,36,0.36
1945,1,12,0,0,0,12,6.163314819,144,1.44
1946,1,12,0,0,0,10,6.075345993,100,1
1947,1,12,0,0,0,8,5.805134773,64,0.64
1948,1,16,0,1,0,9,6.46146822,81,0.81
1949,1,12,0,0,0,16,6.224558353,256,2.56
1952,1,16,0,0,0,7,6.43775177,49,0.49
1953,1,12,0,0,0,13,6.135564804,169,1.69
1957,1,17,0,1,1,4,6.705638885,16,0.16
1960,1,17,0,1,0,1,6.070737839,1,0.01
1961,1,14,0,1,0,5,6.463029385,25,0.25
1962,1,15,0,0,0,4,5.416100502,16,0.16
1964,1,15,1,1,0,13,6.580639362,169,1.69
1967,1,16,0,1,0,4,6.582025051,16,0.16
1969,1,16,0,1,0,7,6.705638885,49,0.49
1970,1,16,0,1,0,5,6.498281956,25,0.25
1971,1,18,0,1,0,4,6.799056053,16,0.16
1973,1,11,0,1,0,17,6.675823212,289,2.89
1975,1,15,0,1,0,10,6.289715767,100,1
1976,1,11,0,1,0,10,6.799056053,100,1
1979,1,15,0,1,0,9,6.580639362,81,0.81
1980,1,13,0,1,0,5,6.82979393,25,0.25
1982,1,12,0,1,0,10,6.230481625,100,1
1983,1,16,0,1,0,10,6.834108829,100,1
1985,1,17,0,1,0,10,6.558197975,100,1
1987,1,12,0,1,0,12,6.762729645,144,1.44
1989,1,16,0,1,0,2,6.253829002,4,0.04
1991,1,12,0,1,0,6,6.0330863,36,0.36
1992,1,15,0,1,0,5,5.583496094,25,0.25
1993,1,15,0,1,0,3,6.43775177,9,0.09
1994,1,12,0,1,0,13,6.845880032,169,1.69
1999,1,16,0,1,0,3,6.641181946,9,0.09
2001,1,9,0,1,0,14,6.685861111,196,1.96
2002,1,15,0,1,0,7,6.561030865,49,0.49
2004,1,12,0,1,0,12,6.527957916,144,1.44
2005,1,16,0,1,0,4,6.0330863,16,0.16
2008,1,18,0,1,0,5,6.396929741,25,0.25
2009,1,15,0,1,0,4,6.525029659,16,0.16
2010,1,18,0,0,0,7,6.822197437,49,0.49
2011,1,12,0,1,0,14,6.603943825,196,1.96
2015,1,12,0,1,0,10,7.062191486,100,1
2016,1,11,0,1,0,12,6.639875889,144,1.44
2017,1,12,0,1,0,8,6.869014263,64,0.64
2018,1,18,0,1,0,3,5.703782558,9,0.09
2019,1,16,0,1,0,2,6.489204884,4,0.04
2020,1,12,0,1,0,8,6.135564804,64,0.64
2021,1,12,0,1,0,6,6.580639362,36,0.36
2024,1,12,0,1,0,7,6.762729645,49,0.49
2026,1,11,0,1,0,7,6.390240669,49,0.49
2029,1,12,0,1,0,14,6.812345028,196,1.96
2030,1,12,0,1,0,11,6.955592632,121,1.21
2031,1,13,0,1,1,15,6.120297432,225,2.25
2034,1,12,1,0,1,9,6.514712811,81,0.81
2035,1,12,1,1,0,6,6.580639362,36,0.36
2039,1,7,1,1,0,20,6.396929741,400,4
2040,1,12,1,1,0,10,6.82979393,100,1
2041,1,12,0,1,0,10,6.620073318,100,1
2042,1,12,0,1,0,10,6.33327961,100,1
2046,1,14,0,1,0,6,6.43775177,36,0.36
2047,1,10,0,0,0,13,5.703782558,169,1.69
2049,1,12,0,0,0,9,7.229838848,81,0.81
2050,1,14,0,1,0,5,6.152732849,25,0.25
2052,1,12,0,1,0,10,6.669497967,100,1
2054,1,16,0,1,0,3,5.438079357,9,0.09
2057,0,10,0,0,0,11,5.963579178,121,1.21
2058,0,12,0,1,0,15,5.752572536,225,2.25
2059,0,17,0,1,0,6,5.872117996,36,0.36
2060,0,8,0,1,0,12,6.214608192,144,1.44
2062,0,11,0,0,0,16,6.47697258,256,2.56
2063,0,12,0,1,0,9,6.703187943,81,0.81
2064,0,13,0,0,0,7,6.475432873,49,0.49
2065,0,12,0,1,0,11,6.075345993,121,1.21
2066,0,11,0,0,0,10,6.396929741,100,1
2070,0,13,0,1,1,7,5.327876091,49,0.49
2072,0,12,0,1,1,9,6.175867081,81,0.81
2073,0,13,0,1,1,5,6.184148788,25,0.25
2074,0,18,0,1,0,5,6.632001877,25,0.25
2075,0,12,0,1,0,8,6.902742863,64,0.64
2076,1,12,0,1,0,11,7.062191486,121,1.21
2078,1,16,0,1,0,3,5.749392986,9,0.09
2080,1,13,0,1,0,6,6.81892395,36,0.36
2082,1,13,0,1,0,7,6.498281956,49,0.49
2083,1,12,0,1,0,11,6.663132668,121,1.21
2084,1,13,0,1,0,13,6.47697258,169,1.69
2087,1,9,0,1,1,12,5.587248802,144,1.44
2088,1,8,0,0,0,19,5.872117996,361,3.61
2089,1,8,0,0,0,19,6.086774826,361,3.61
2090,1,11,0,1,0,13,6.163314819,169,1.69
2091,1,11,0,1,0,15,6.587550163,225,2.25
2092,1,16,0,1,0,6,6.580639362,36,0.36
2093,1,12,0,1,0,16,6.33327961,256,2.56
2095,1,12,0,1,0,8,6.396929741,64,0.64
2097,1,15,0,1,0,4,6.539586067,16,0.16
2098,1,15,0,1,0,7,6.047372341,49,0.49
2099,1,12,0,1,0,6,6.666956902,36,0.36
2100,1,12,0,1,0,13,7.091742039,169,1.69
2101,1,16,0,1,0,12,6.357842445,144,1.44
2102,1,18,0,0,0,3,6.453625202,9,0.09
2105,1,12,0,1,0,9,6.01615715,81,0.81
2113,1,16,0,1,0,2,5.91350317,4,0.04
2114,1,16,0,1,0,4,6.670766354,16,0.16
2115,1,17,0,1,0,1,6.109247684,1,0.01
2116,1,12,0,1,0,10,7.131698608,100,1
2117,1,16,0,1,0,8,6.694561958,64,0.64
2121,1,16,0,1,0,8,5.730099678,64,0.64
2123,1,12,0,0,0,12,6.705638885,144,1.44
2126,1,16,0,1,0,8,6.511745453,64,0.64
2127,1,12,0,0,0,11,6.261491776,121,1.21
2128,1,15,0,0,0,9,5.616771221,81,0.81
2131,1,17,0,0,0,5,6.047372341,25,0.25
2132,1,16,0,1,0,6,6.463029385,36,0.36
2133,1,12,0,0,0,10,6.109247684,100,1
2134,1,12,0,0,0,8,5.808142662,64,0.64
2135,1,12,0,0,0,14,6.816735744,196,1.96
2140,1,11,0,0,0,10,4.852030277,100,1
2143,1,16,0,0,0,5,5.981414318,25,0.25
2144,1,13,0,1,0,9,6.163314819,81,0.81
2146,1,13,0,0,0,12,6.109247684,144,1.44
2147,1,16,0,0,0,2,5.703782558,4,0.04
2148,1,18,0,1,0,5,6.135564804,25,0.25
2150,1,12,0,0,0,14,6.445719719,196,1.96
2151,1,12,0,0,0,15,6.184148788,225,2.25
2155,1,12,0,0,0,12,6.308098316,144,1.44
2156,1,12,0,0,0,7,5.918893814,49,0.49
2157,1,12,0,0,0,16,6.463029385,256,2.56
2159,1,12,0,1,0,11,6.251904011,121,1.21
2160,1,9,0,0,0,11,5.953243256,121,1.21
2161,1,16,0,1,1,7,6.109247684,49,0.49
2163,0,12,0,0,0,8,5.752572536,64,0.64
2165,0,14,0,0,0,9,6.59441328,81,0.81
2166,0,12,0,0,0,14,5.783825397,196,1.96
2167,0,16,0,1,0,6,6.423246861,36,0.36
2169,0,15,0,1,0,9,5.846438885,81,0.81
2170,0,13,0,1,0,9,6.154858112,81,0.81
2172,0,12,0,0,0,9,5.703782558,81,0.81
2174,1,13,0,1,0,5,6.063785076,25,0.25
2175,1,12,1,1,0,10,5.587248802,100,1
2176,1,12,0,1,0,10,5.438079357,100,1
2177,1,14,0,1,0,4,6.068425655,16,0.16
2178,1,12,0,1,0,8,6.274762154,64,0.64
2179,1,12,0,1,0,9,7.003065586,81,0.81
2180,1,12,1,1,0,10,6.376727104,100,1
2181,1,18,0,0,0,6,6.734591484,36,0.36
2183,1,15,0,1,0,3,6.463029385,9,0.09
2185,1,14,0,1,0,14,6.869014263,196,1.96
2186,1,13,0,1,0,14,6.825459957,196,1.96
2187,0,15,0,0,0,6,5.857933044,36,0.36
2188,0,16,0,0,0,2,5.953243256,4,0.04
2189,0,16,0,0,0,11,6.4264884,121,1.21
2190,0,13,0,1,0,12,6.152732849,144,1.44
2192,0,12,0,0,0,9,6.018593311,81,0.81
2195,0,12,0,0,0,7,5.991464615,49,0.49
2199,0,11,0,1,0,16,6.551080227,256,2.56
2202,0,15,0,1,0,6,5.739792824,36,0.36
2203,0,14,0,0,1,4,5.493061543,16,0.16
2208,0,12,1,1,1,14,5.513428688,196,1.96
2209,0,11,1,1,0,13,6.047372341,169,1.69
2211,0,11,1,1,0,16,6.396929741,256,2.56
2212,0,17,1,1,0,2,6.551080227,4,0.04
2213,0,12,0,1,0,6,5.703782558,36,0.36
2215,0,12,0,1,0,6,6.53813982,36,0.36
2216,0,12,0,1,0,12,6.396929741,144,1.44
2218,0,12,0,1,0,12,6.551080227,144,1.44
2219,0,14,0,0,0,5,5.616771221,25,0.25
2223,0,9,1,1,0,19,6.514712811,361,3.61
2224,0,17,0,1,0,5,6.107022762,25,0.25
2225,0,16,0,1,0,8,6.453625202,64,0.64
2226,0,14,0,0,0,9,7.130898952,81,0.81
2227,0,18,0,1,0,5,6.869014263,25,0.25
2228,0,18,0,0,0,1,6.194405556,1,0.01
2230,0,12,0,0,0,6,6.373319626,36,0.36
2231,0,14,0,0,0,13,6.620073318,169,1.69
2232,0,18,0,0,0,2,5.786897182,4,0.04
2233,0,18,0,1,0,5,6.063785076,25,0.25
2234,0,12,0,1,0,8,6.347389221,64,0.64
2235,0,16,0,0,0,6,6.816735744,36,0.36
2236,0,14,0,0,0,10,6.357842445,100,1
2237,0,11,0,0,0,15,6.070737839,225,2.25
2238,0,12,0,0,0,6,6.224558353,36,0.36
2239,1,18,0,0,0,10,6.580639362,100,1
2240,1,16,0,1,0,11,6.869014263,121,1.21
2241,1,12,0,1,0,13,6.411818504,169,1.69
2244,1,12,0,0,0,7,6.109247684,49,0.49
2245,0,12,0,0,0,15,6.43775177,225,2.25
2246,0,14,0,0,0,6,6.569481373,36,0.36
2247,0,12,0,0,0,6,6.565265179,36,0.36
2250,0,16,0,1,0,10,6.816735744,100,1
2251,0,8,0,0,0,10,6.035481453,100,1
2254,0,13,0,0,0,10,6.539586067,100,1
2255,0,12,0,1,0,16,5.56068182,256,2.56
2256,0,13,0,1,0,7,6.47697258,49,0.49
2257,0,14,0,1,0,5,6.413458824,25,0.25
2260,0,12,0,1,0,11,6.587550163,121,1.21
2261,0,13,0,1,0,13,6.642486572,169,1.69
2264,0,12,0,0,0,9,6.429719448,81,0.81
2266,0,16,0,1,0,5,6.580639362,25,0.25
2267,0,18,0,1,0,2,6.246106625,4,0.04
2269,0,12,0,0,0,7,5.991464615,49,0.49
2270,0,14,0,1,1,7,6.694561958,49,0.49
2271,0,12,0,0,0,6,6.13122654,36,0.36
2272,0,17,0,0,0,9,6.464588165,81,0.81
2273,0,12,0,0,0,10,6.251904011,100,1
2275,0,12,0,1,0,6,6.342121601,36,0.36
2276,0,16,0,0,0,2,6.54102993,4,0.04
2278,0,12,0,1,0,13,6.885509491,169,1.69
2279,0,12,0,0,0,14,6.65801096,196,1.96
2280,0,14,0,1,0,7,6.093569756,49,0.49
2283,0,16,0,1,0,11,6.539586067,121,1.21
2284,0,16,0,0,0,4,6.0330863,16,0.16
2286,0,11,0,1,0,13,6.650279045,169,1.69
2287,0,15,0,1,0,5,5.991464615,25,0.25
2292,0,12,0,1,0,9,6.802394867,81,0.81
2294,0,16,0,0,0,9,6.551080227,81,0.81
2296,0,16,0,0,0,2,6.184148788,4,0.04
2299,0,16,0,1,0,7,6.795705795,49,0.49
2300,0,18,0,1,0,5,6.620073318,25,0.25
2301,0,13,0,0,0,14,6.961296082,196,1.96
2302,0,12,0,0,0,10,6.838405132,100,1
2303,0,12,0,0,0,8,6.342121601,64,0.64
2304,0,16,0,1,0,3,6.89467001,9,0.09
2305,0,16,0,1,0,2,6.645091057,4,0.04
2306,0,12,0,0,0,9,6.473890781,81,0.81
2307,0,16,0,0,0,8,6.107022762,64,0.64
2309,0,12,0,0,0,9,6.363028049,81,0.81
2310,0,8,0,0,0,19,6.309918404,361,3.61
2314,0,12,0,1,0,11,6.684611797,121,1.21
2315,0,12,0,1,0,6,5.075173855,36,0.36
2317,0,17,0,1,0,5,6.135564804,25,0.25
2318,0,14,0,1,0,5,6.052089214,25,0.25
2319,0,8,0,1,0,18,6.396929741,324,3.24
2322,0,17,0,1,0,3,6.763885021,9,0.09
2323,0,12,0,1,0,10,6.52649498,100,1
2324,0,12,0,1,0,9,7.016609669,81,0.81
2325,0,12,0,1,0,8,7.003065586,64,0.64
2326,0,12,0,0,0,6,5.655992031,36,0.36
2327,0,14,0,1,0,8,6.24027586,64,0.64
2328,0,13,0,1,0,7,6.47697258,49,0.49
2329,0,12,0,1,0,13,6.946013927,169,1.69
2330,0,12,0,1,0,8,6.551080227,64,0.64
2333,1,18,0,1,0,7,5.752572536,49,0.49
2336,1,12,0,0,0,15,5.736572266,225,2.25
2338,1,11,0,0,0,10,5.814130306,100,1
2339,1,11,0,0,0,8,6.249975204,64,0.64
2340,1,16,0,1,0,6,6.563855648,36,0.36
2342,1,12,0,0,0,7,6.434546471,49,0.49
2343,1,13,0,0,0,9,5.697093487,81,0.81
2345,1,14,0,1,0,4,6.43775177,16,0.16
2347,1,16,0,1,0,7,6.645091057,49,0.49
2348,1,16,0,1,0,6,6.129050255,36,0.36
2350,1,12,0,0,0,13,6.309918404,169,1.69
2352,1,14,0,0,0,9,6.152732849,81,0.81
2353,1,12,0,0,0,15,5.981414318,225,2.25
2354,1,14,0,0,0,5,6.386879444,25,0.25
2356,1,16,0,0,0,6,6.946013927,36,0.36
2358,1,12,0,1,0,16,5.991464615,256,2.56
2360,1,12,0,0,0,8,6.548219204,64,0.64
2362,1,16,0,0,1,4,6.569481373,16,0.16
2363,1,12,0,0,0,6,6.309918404,36,0.36
2366,1,14,0,0,0,7,5.808142662,49,0.49
2368,1,12,0,1,0,11,6.964135647,121,1.21
2369,1,11,0,1,0,13,6.380122662,169,1.69
2370,1,12,0,1,0,6,6.450470448,36,0.36
2371,1,10,0,1,0,10,6.214608192,100,1
2372,1,14,0,1,0,8,6.669497967,64,0.64
2375,1,18,0,1,0,7,6.723832607,49,0.49
2377,1,12,0,1,0,8,6.289715767,64,0.64
2379,1,18,0,1,0,4,6.357842445,16,0.16
2381,1,14,0,1,0,10,6.694561958,100,1
2382,1,14,0,1,0,10,6.582025051,100,1
2383,1,12,0,1,1,8,6.396929741,64,0.64
2387,1,10,0,1,1,12,6.11368227,144,1.44
2388,1,7,0,1,1,14,5.703782558,196,1.96
2391,1,12,1,1,1,8,5.973809719,64,0.64
2393,1,12,1,1,1,8,5.298317432,64,0.64
2398,1,9,0,0,1,18,6.620073318,324,3.24
2399,1,16,0,0,1,4,6.511745453,16,0.16
2402,1,14,0,1,1,10,6.896694183,100,1
2404,1,17,0,1,1,4,6.779922009,16,0.16
2406,1,13,0,0,1,7,6.807934761,49,0.49
2408,1,14,1,1,1,14,5.52146101,196,1.96
2409,1,10,0,1,1,12,6.253829002,144,1.44
2410,1,12,0,1,1,9,5.874930859,81,0.81
2411,1,12,0,1,1,6,5.627621174,36,0.36
2412,1,12,1,1,1,7,5.991464615,49,0.49
2415,1,10,1,1,1,12,5.609471798,144,1.44
2417,1,11,0,1,1,14,6.214608192,196,1.96
2418,1,11,0,1,1,16,6.401916981,256,2.56
2419,1,12,0,1,1,7,5.991464615,49,0.49
2422,1,12,1,1,1,10,6.163314819,100,1
2424,1,12,0,1,1,15,7.003065586,225,2.25
2427,1,14,0,1,1,6,5.820083141,36,0.36
2429,1,11,0,1,1,10,6.287858486,100,1
2431,1,13,1,1,1,7,6.001414776,49,0.49
2432,1,16,0,1,1,5,6.62936306,25,0.25
2433,1,16,0,1,1,11,6.317164898,121,1.21
2435,1,16,0,1,1,7,6.357842445,49,0.49
2436,1,15,0,1,1,5,6.068425655,25,0.25
2438,1,11,0,1,1,12,6.309918404,144,1.44
2439,1,16,0,1,1,2,6.680854797,4,0.04
2440,1,14,0,1,1,7,6.109247684,49,0.49
2441,1,13,0,1,1,10,6.693323612,100,1
2442,1,13,0,1,1,5,6.396929741,25,0.25
2444,1,13,0,1,1,15,6.838405132,225,2.25
2445,1,11,0,0,1,16,6.175867081,256,2.56
2446,1,12,0,1,1,11,6.434546471,121,1.21
2450,1,10,1,1,1,11,5.793013573,121,1.21
2451,1,16,0,1,1,4,6.396929741,16,0.16
2457,1,14,1,1,1,7,6.54102993,49,0.49
2460,1,15,0,1,1,12,6.827629089,144,1.44
2461,1,12,0,1,1,10,6.580639362,100,1
2462,1,12,1,1,1,7,6.291569233,49,0.49
2463,1,13,1,1,1,8,6.129050255,64,0.64
2464,1,13,1,1,1,8,6.184148788,64,0.64
2466,1,12,1,1,1,7,5.857933044,49,0.49
2468,1,16,0,1,1,3,5.298317432,9,0.09
2470,1,10,1,1,1,14,6.253829002,196,1.96
2473,1,12,1,1,1,7,5.52146101,49,0.49
2475,1,11,1,1,0,11,6.222576141,121,1.21
2477,1,12,1,1,1,10,5.894402981,100,1
2478,1,11,1,1,1,16,6.483107567,256,2.56
2479,1,12,1,1,1,14,6.052089214,196,1.96
2480,1,12,1,1,1,13,5.501258373,169,1.69
2481,1,11,1,1,1,8,5.52146101,64,0.64
2483,1,13,0,1,0,13,6.778784752,169,1.69
2486,1,12,1,1,1,8,6.532334328,64,0.64
2487,1,11,1,1,1,15,5.996451855,225,2.25
2488,1,12,1,1,1,13,6.059123039,169,1.69
2489,1,13,0,1,1,5,5.783825397,25,0.25
2492,1,17,0,1,1,4,6.586171627,16,0.16
2493,1,12,0,1,1,7,6.659294128,49,0.49
2499,1,14,1,1,1,7,5.575949192,49,0.49
2500,1,12,1,1,1,14,6.109247684,196,1.96
2501,1,14,1,1,1,7,5.846438885,49,0.49
2502,1,13,1,1,1,5,5.857933044,25,0.25
2503,1,13,1,1,1,5,5.991464615,25,0.25
2504,1,12,0,1,1,14,6.887552738,196,1.96
2505,1,12,1,1,1,11,5.953243256,121,1.21
2507,1,17,1,1,0,5,5.840641499,25,0.25
2509,1,16,1,1,1,3,6.33327961,9,0.09
2510,1,7,0,1,1,16,6.137727261,256,2.56
2511,1,12,1,1,1,10,6.336825848,100,1
2512,1,12,1,1,1,9,6.458338261,81,0.81
2513,1,10,1,1,1,14,6.135564804,196,1.96
2514,1,13,1,1,1,8,6.507277489,64,0.64
2515,1,13,1,1,1,5,6.001414776,25,0.25
2516,1,17,1,1,1,2,5.921578407,4,0.04
2517,1,12,1,1,1,6,5.438079357,36,0.36
2518,1,12,1,1,1,14,6.32435894,196,1.96
2519,1,8,1,1,1,15,5.703782558,225,2.25
2520,1,14,0,1,1,9,6.816735744,81,0.81
2522,1,18,0,1,1,3,6.32435894,9,0.09
2523,1,13,0,1,1,14,6.270988464,196,1.96
2524,1,15,0,1,1,5,5.79909277,25,0.25
2526,1,9,0,1,1,11,5.926926136,121,1.21
2527,1,13,0,1,1,5,6.421622276,25,0.25
2528,1,14,0,0,1,7,6.580639362,49,0.49
2529,1,16,0,1,0,3,6.270988464,9,0.09
2531,1,12,1,1,1,16,6.755768776,256,2.56
2532,1,14,1,1,1,7,6.475432873,49,0.49
2533,1,10,1,1,1,8,5.472270489,64,0.64
2534,1,12,1,1,1,16,5.616771221,256,2.56
2536,1,14,1,1,1,6,5.783825397,36,0.36
2537,1,14,1,1,0,9,5.877735615,81,0.81
2538,1,12,1,1,1,12,5.953243256,144,1.44
2540,1,14,0,1,1,4,5.899897575,16,0.16
2542,1,8,0,1,1,19,6.684611797,361,3.61
2543,1,12,0,1,1,16,6.177944183,256,2.56
2544,1,17,0,1,1,6,6.861711502,36,0.36
2545,1,17,0,1,1,3,6.135564804,9,0.09
2546,1,16,0,0,1,6,6.0330863,36,0.36
2548,1,10,0,1,1,9,5.669880867,81,0.81
2549,1,12,0,1,1,6,5.480638981,36,0.36
2552,1,12,1,1,1,13,6.720220089,169,1.69
2558,1,12,0,1,1,14,5.888877869,196,1.96
2561,1,16,0,0,1,6,6.393590927,36,0.36
2562,1,13,0,1,1,6,6.620073318,36,0.36
2563,1,16,1,1,1,3,5.953243256,9,0.09
2564,1,16,1,1,1,6,6.429719448,36,0.36
2570,1,13,0,1,1,15,6.463029385,225,2.25
2575,1,16,1,1,1,4,6.148468494,16,0.16
2576,1,13,1,1,1,5,5.953243256,25,0.25
2578,1,12,1,1,1,7,6.135564804,49,0.49
2579,1,12,0,1,1,9,6.453625202,81,0.81
2580,1,12,0,0,0,8,5.991464615,64,0.64
2581,1,13,0,1,1,8,6.633318424,64,0.64
2583,1,13,0,1,1,8,6.327936649,64,0.64
2584,1,12,0,1,1,16,6.907755375,256,2.56
2587,1,11,0,1,1,11,6.052089214,121,1.21
2589,1,12,1,1,1,12,6.018593311,144,1.44
2591,1,11,0,1,1,8,5.187386036,64,0.64
2593,1,18,0,1,1,8,5.926926136,64,0.64
2594,1,18,0,1,1,4,7.168580055,16,0.16
2595,1,15,1,1,0,9,6.165417671,81,0.81
2596,1,16,0,1,1,5,6.652863026,25,0.25
2597,1,12,0,1,1,9,6.570882797,81,0.81
2600,1,10,1,1,1,12,6.061457157,144,1.44
2602,1,13,1,1,1,5,6.075345993,25,0.25
2603,1,13,0,1,1,7,6.774223804,49,0.49
2604,1,14,1,1,1,13,6.049733639,169,1.69
2605,1,12,1,1,1,7,5.926926136,49,0.49
2606,1,12,1,1,1,7,6.192362309,49,0.49
2607,1,15,1,1,1,3,6.135564804,9,0.09
2608,1,12,1,1,1,16,5.828945637,256,2.56
2610,1,12,0,1,1,12,6.364750862,144,1.44
2611,1,12,0,1,1,9,6.244166851,81,0.81
2612,1,12,0,1,1,7,6.959398746,49,0.49
2613,1,12,1,1,1,12,6.163314819,144,1.44
2618,1,18,0,1,1,8,7.314552784,64,0.64
2619,1,15,0,1,0,12,6.869014263,144,1.44
2620,1,15,1,1,1,9,5.438079357,81,0.81
2621,1,18,1,1,1,5,6.620073318,25,0.25
2622,1,15,1,1,1,5,5.416100502,25,0.25
2626,1,13,1,1,1,7,5.802118301,49,0.49
2627,1,11,1,1,1,9,5.98393631,81,0.81
2628,1,10,0,1,1,18,6.620073318,324,3.24
2629,1,12,0,1,1,7,6.109247684,49,0.49
2633,1,13,1,1,1,6,6.762729645,36,0.36
2634,1,8,0,1,1,10,6.282266617,100,1
2636,1,16,0,1,0,5,6.740519524,25,0.25
2637,1,16,0,1,0,4,6.632001877,16,0.16
2638,1,16,0,1,1,2,6.396929741,4,0.04
2640,1,12,0,1,1,16,6.937314034,256,2.56
2642,1,14,0,1,1,12,6.775366306,144,1.44
2645,1,12,0,1,1,14,6.342121601,196,1.96
2646,1,16,0,1,1,3,6.278521538,9,0.09
2649,1,12,0,1,1,7,6.175867081,49,0.49
2652,1,12,1,1,1,10,6.40357399,100,1
2657,1,12,0,1,1,9,6.48768425,81,0.81
2659,1,12,0,1,1,13,6.43775177,169,1.69
2661,1,12,1,1,1,11,5.634789467,121,1.21
2665,1,10,0,1,1,12,6.214608192,144,1.44
2666,1,12,0,1,1,8,6.282266617,64,0.64
2667,1,10,0,1,1,10,6.70686245,100,1
2668,1,10,0,1,1,18,6.436150551,324,3.24
2669,1,10,0,1,1,12,6.40357399,144,1.44
2670,1,12,0,1,0,13,6.224558353,169,1.69
2671,1,12,0,1,0,12,6.620073318,144,1.44
2672,1,12,0,1,0,14,6.580639362,196,1.96
2673,1,18,0,1,0,8,6.513230324,64,0.64
2674,1,16,0,1,1,11,6.816735744,121,1.21
2675,1,17,1,1,1,7,6.778784752,49,0.49
